Day,Date,Time,App,CPU(%),Memory(KB),Launch Frequency,Window Status,Session Duration (min)
Thursday,14-11-2024,26:58.5,Chrome,3.99,698626,2,Inactive,44
Thursday,14-11-2024,27:32.6,IntelliJ IDEA,3.5,151203,2,Inactive,18
Thursday,14-11-2024,28:49.0,Notepad++,1.45,294734,2,Active,43
Thursday,14-11-2024,29:26.0,GitHub Desktop,3.42,385925,1,Inactive,18
Thursday,14-11-2024,30:01.8,Notepad++,3.32,388115,2,Inactive,43
Thursday,14-11-2024,31:50.7,Spotify,0.58,335745,1,Inactive,19
Thursday,14-11-2024,32:04.6,Zoom,3.67,738914,2,Inactive,45
Thursday,14-11-2024,33:38.3,Outlook,2.01,684745,1,Inactive,26
Thursday,14-11-2024,34:20.4,Figma,0.84,623212,1,Active,48
Thursday,14-11-2024,35:24.3,Discord,0.26,699065,1,Inactive,40
Thursday,14-11-2024,36:22.1,Postman,3.77,655317,2,Inactive,23
Thursday,14-11-2024,37:48.3,Figma,3.41,131000,1,Active,44
Thursday,14-11-2024,38:22.6,Notepad++,2.14,124545,2,Inactive,20
Thursday,14-11-2024,39:25.0,Outlook,0.75,736613,1,Active,30
Thursday,14-11-2024,40:13.2,Chrome,2.9,287299,1,Inactive,40
Thursday,14-11-2024,41:26.4,Postman,2.15,728357,2,Inactive,54
Thursday,14-11-2024,42:23.7,Chrome,3.35,763877,3,Inactive,37
Thursday,14-11-2024,43:34.6,Discord,1.2,523589,2,Inactive,23
Thursday,14-11-2024,44:53.0,Figma,0.87,286255,2,Inactive,5
Thursday,14-11-2024,45:34.9,Spotify,3.84,788065,1,Active,29
Thursday,14-11-2024,46:37.7,Notepad++,4.87,530224,1,Active,44
Thursday,14-11-2024,47:14.1,Windows Terminal,4.99,728692,3,Inactive,6
Thursday,14-11-2024,48:20.6,IntelliJ IDEA,0.92,755879,2,Active,28
Thursday,14-11-2024,49:01.8,Discord,2.81,302408,1,Inactive,28
Thursday,14-11-2024,50:46.9,IntelliJ IDEA,0.96,309490,2,Active,23
Thursday,14-11-2024,51:04.9,VSCode,1.11,583581,2,Active,48
Thursday,14-11-2024,52:38.5,IntelliJ IDEA,4,583819,3,Active,56
Thursday,14-11-2024,53:38.9,Spotify,4.37,267003,1,Inactive,51
Thursday,14-11-2024,54:04.0,Microsoft Teams,3.44,526085,3,Inactive,60
Thursday,14-11-2024,55:24.1,Notepad++,4.79,663443,1,Active,33
Thursday,14-11-2024,56:30.9,Microsoft Teams,1.54,517749,3,Active,28
Thursday,14-11-2024,57:25.8,Windows Terminal,3.18,561421,2,Active,11
Thursday,14-11-2024,58:09.9,Jira,3.81,707976,1,Active,28
Thursday,14-11-2024,59:26.7,Spotify,0.8,354875,2,Active,21
Thursday,14-11-2024,00:06.3,Slack,2.35,615455,1,Inactive,26
Thursday,14-11-2024,01:18.7,Figma,1.72,572253,3,Inactive,41
Thursday,14-11-2024,02:17.6,Microsoft Teams,3.83,255214,3,Inactive,6
Thursday,14-11-2024,03:14.9,Netflix,2.86,405364,2,Active,41
Thursday,14-11-2024,04:40.3,Git,3.59,409203,1,Active,14
Thursday,14-11-2024,05:38.3,Discord,1.36,338989,1,Active,42
Thursday,14-11-2024,06:19.2,VSCode,1.37,633296,3,Inactive,35
Thursday,14-11-2024,07:39.9,GitHub Desktop,4.86,775127,1,Inactive,38
Thursday,14-11-2024,08:23.4,Git,3.28,650750,2,Active,35
Thursday,14-11-2024,09:57.4,VSCode,3.38,167898,2,Active,24
Thursday,14-11-2024,10:13.2,Edge,1.46,225400,3,Active,27
Thursday,14-11-2024,11:31.5,VSCode,4.22,649577,1,Active,28
Thursday,14-11-2024,12:42.0,Discord,3.17,445521,3,Active,22
Thursday,14-11-2024,13:35.6,Outlook,4.38,158693,2,Active,20
Thursday,14-11-2024,14:16.8,GitHub Desktop,3.48,782420,1,Active,49
Thursday,14-11-2024,15:45.5,GitHub Desktop,0.3,738727,2,Inactive,10
Thursday,14-11-2024,16:47.2,Slack,4.54,238987,3,Inactive,8
Thursday,14-11-2024,17:13.2,IntelliJ IDEA,2.97,709506,2,Inactive,11
Thursday,14-11-2024,18:34.9,Microsoft Teams,1.66,764698,1,Active,35
Thursday,14-11-2024,19:07.5,Slack,2.43,204727,3,Active,43
Thursday,14-11-2024,20:31.3,VSCode,2.95,216941,3,Inactive,54
Thursday,14-11-2024,21:41.2,Figma,4.96,363976,2,Inactive,36
Thursday,14-11-2024,22:40.2,Spotify,2.59,639178,2,Inactive,21
Thursday,14-11-2024,23:55.6,IntelliJ IDEA,1.77,688528,3,Inactive,45
Thursday,14-11-2024,24:28.1,GitHub Desktop,2.49,434713,3,Inactive,36
Thursday,14-11-2024,25:10.2,Slack,3.83,419439,1,Inactive,26
Thursday,14-11-2024,26:40.7,Outlook,4.13,302999,1,Active,18
Thursday,14-11-2024,27:19.5,Zoom,1.67,656164,2,Active,48
Thursday,14-11-2024,28:20.0,Postman,2.9,262107,2,Active,17
Thursday,14-11-2024,29:49.4,GitHub Desktop,4.28,739760,3,Active,25
Thursday,14-11-2024,30:33.5,Notepad++,3.92,382468,1,Inactive,35
Thursday,14-11-2024,31:59.9,Zoom,1.92,421107,2,Inactive,58
Thursday,14-11-2024,32:47.3,Figma,1.61,690648,2,Inactive,5
Thursday,14-11-2024,33:49.0,Discord,0.37,528645,2,Active,34
Thursday,14-11-2024,34:49.3,VSCode,4.11,312035,1,Inactive,23
Thursday,14-11-2024,35:53.4,VSCode,1.68,500982,2,Active,56
Thursday,14-11-2024,36:13.6,Windows Terminal,2.26,387271,1,Active,20
Thursday,14-11-2024,37:10.3,Git,4.71,721742,2,Active,54
Thursday,14-11-2024,38:42.4,Git,1.32,736176,3,Inactive,8
Thursday,14-11-2024,39:06.1,Spotify,1.45,487395,2,Inactive,12
Thursday,14-11-2024,40:30.1,Slack,1.69,533877,1,Active,42
Thursday,14-11-2024,41:19.6,Postman,2.85,559550,1,Inactive,41
Thursday,14-11-2024,42:34.8,Jira,2.83,405575,3,Active,13
Thursday,14-11-2024,43:49.8,Slack,4.37,429212,2,Inactive,52
Thursday,14-11-2024,44:56.2,GitHub Desktop,1.67,338742,2,Inactive,26
Thursday,14-11-2024,45:12.7,Jira,1.35,124262,1,Active,46
Thursday,14-11-2024,46:26.4,Discord,4.05,150364,3,Active,37
Thursday,14-11-2024,47:23.0,Notepad++,4.98,628704,2,Inactive,23
Thursday,14-11-2024,48:36.3,Slack,3.7,692767,1,Active,39
Thursday,14-11-2024,49:10.8,Windows Terminal,4.25,191991,3,Inactive,44
Thursday,14-11-2024,50:41.2,Slack,3.86,551880,2,Inactive,33
Thursday,14-11-2024,51:56.9,Edge,3.29,176573,1,Inactive,34
Thursday,14-11-2024,52:33.8,Notepad++,4.46,520967,3,Inactive,5
Thursday,14-11-2024,53:39.9,Discord,0.19,336170,2,Inactive,14
Thursday,14-11-2024,54:16.9,IntelliJ IDEA,2.96,442485,3,Inactive,46
Thursday,14-11-2024,55:42.2,Netflix,4.48,704877,1,Active,54
Thursday,14-11-2024,56:09.2,Zoom,0.99,127498,3,Active,54
Thursday,14-11-2024,57:08.6,Netflix,4.78,443367,2,Active,47
Thursday,14-11-2024,58:13.2,Zoom,0.9,384245,1,Active,54
Thursday,14-11-2024,59:22.0,Edge,4.4,560996,1,Inactive,6
Thursday,14-11-2024,00:28.9,Postman,1.96,568516,2,Inactive,17
Thursday,14-11-2024,01:13.8,Discord,2.99,230704,1,Active,37
Thursday,14-11-2024,02:58.6,Windows Terminal,0.7,319821,1,Inactive,52
Thursday,14-11-2024,03:38.4,Spotify,2.13,320544,1,Inactive,35
Thursday,14-11-2024,04:16.5,Chrome,4.73,116929,1,Inactive,56
Thursday,14-11-2024,05:26.4,Chrome,1.84,425039,1,Inactive,59
Thursday,14-11-2024,06:41.3,IntelliJ IDEA,5,188553,3,Inactive,35
Thursday,14-11-2024,07:02.0,Jira,3.68,438974,1,Active,59
Thursday,14-11-2024,08:15.2,VSCode,0.73,263324,1,Inactive,53
Thursday,14-11-2024,09:02.1,Postman,4.35,793058,2,Inactive,44
Thursday,14-11-2024,10:26.9,GitHub Desktop,2.15,283120,3,Active,52
Thursday,14-11-2024,11:51.8,GitHub Desktop,1.89,214705,1,Active,36
Thursday,14-11-2024,12:13.3,Discord,3.16,378062,3,Inactive,6
Thursday,14-11-2024,13:50.0,Spotify,0.24,593357,1,Active,31
Thursday,14-11-2024,14:02.6,Discord,3.84,650716,1,Active,11
Thursday,14-11-2024,15:00.4,IntelliJ IDEA,0.55,169547,1,Inactive,34
Thursday,14-11-2024,16:26.9,Outlook,2.26,732575,3,Active,24
Thursday,14-11-2024,17:30.5,Jira,0.73,788258,3,Inactive,44
Thursday,14-11-2024,18:42.8,Chrome,2.44,698988,1,Active,19
Thursday,14-11-2024,19:32.1,Edge,1.21,186181,3,Active,50
Thursday,14-11-2024,20:25.3,Chrome,1.32,362847,1,Inactive,26
Thursday,14-11-2024,21:45.5,Windows Terminal,2.63,379682,1,Inactive,32
Thursday,14-11-2024,22:23.7,Edge,2.94,135887,3,Inactive,45
Thursday,14-11-2024,23:03.8,Postman,4.9,115017,1,Active,58
Thursday,14-11-2024,24:50.2,GitHub Desktop,2.04,112281,3,Inactive,35
Thursday,14-11-2024,25:54.4,Postman,3.18,705239,2,Inactive,18
Thursday,14-11-2024,26:29.7,Jira,2.77,223542,3,Inactive,46
Thursday,14-11-2024,27:49.5,Spotify,1.75,295370,2,Inactive,56
Thursday,14-11-2024,28:55.5,Outlook,2.34,201191,3,Inactive,53
Thursday,14-11-2024,29:33.3,Slack,3.93,547232,3,Active,39
Thursday,14-11-2024,30:08.1,IntelliJ IDEA,4.88,216535,1,Inactive,13
Thursday,14-11-2024,31:55.4,Zoom,2.32,680175,1,Active,30
Thursday,14-11-2024,32:53.0,Windows Terminal,1.05,332634,1,Active,51
Thursday,14-11-2024,33:47.4,Windows Terminal,3.04,259143,3,Active,56
Thursday,14-11-2024,34:34.4,Outlook,1.23,656657,1,Inactive,15
Thursday,14-11-2024,35:06.7,GitHub Desktop,3.21,748213,1,Active,39
Thursday,14-11-2024,36:39.4,Postman,1.46,520345,2,Inactive,38
Thursday,14-11-2024,37:26.9,Git,2.39,242732,3,Inactive,5
Thursday,14-11-2024,38:04.3,Outlook,3.37,318895,3,Active,8
Thursday,14-11-2024,39:48.4,Edge,0.8,268037,1,Inactive,55
Thursday,14-11-2024,40:10.7,Notepad++,2.02,302764,1,Inactive,9
Thursday,14-11-2024,41:15.0,Jira,0.79,520940,1,Active,18
Thursday,14-11-2024,42:28.1,Jira,3.83,111292,3,Active,38
Thursday,14-11-2024,43:19.5,Chrome,3.88,727516,2,Active,47
Thursday,14-11-2024,44:28.3,Chrome,2.75,739668,2,Active,9
Thursday,14-11-2024,45:56.8,Spotify,4.39,142961,2,Inactive,12
Thursday,14-11-2024,46:40.5,Notepad++,2.97,610975,2,Active,38
Thursday,14-11-2024,47:06.1,Netflix,1.28,797209,2,Inactive,31
Thursday,14-11-2024,48:03.7,Chrome,4.34,393814,3,Inactive,21
Thursday,14-11-2024,49:40.5,Spotify,2.16,363453,2,Active,5
Thursday,14-11-2024,50:06.7,Git,1.29,619020,1,Inactive,47
Thursday,14-11-2024,51:17.1,Git,2.85,693095,2,Inactive,7
Thursday,14-11-2024,52:38.1,Chrome,2.92,223179,1,Inactive,42
Thursday,14-11-2024,53:43.7,Notepad++,4.09,141801,2,Inactive,59
Thursday,14-11-2024,54:29.6,Windows Terminal,0.28,518059,3,Inactive,47
Thursday,14-11-2024,55:58.0,Postman,2.88,125317,3,Inactive,11
Thursday,14-11-2024,56:19.0,Notepad++,4.03,578804,2,Inactive,57
Thursday,14-11-2024,57:43.4,Netflix,4.87,360781,2,Inactive,55
Thursday,14-11-2024,58:03.3,Figma,3.53,765643,2,Active,18
Thursday,14-11-2024,59:35.8,Outlook,3.28,520815,2,Active,59
Thursday,14-11-2024,00:31.9,Slack,1.74,746345,3,Active,25
Thursday,14-11-2024,01:53.3,Chrome,4.58,194825,3,Inactive,25
Thursday,14-11-2024,02:39.5,GitHub Desktop,3.81,311968,2,Inactive,27
Thursday,14-11-2024,03:21.8,Figma,4.49,266951,1,Inactive,6
Thursday,14-11-2024,04:07.2,Zoom,4.55,773508,3,Inactive,53
Thursday,14-11-2024,05:35.6,GitHub Desktop,2.05,179623,1,Active,10
Thursday,14-11-2024,06:45.6,Discord,4.28,252846,3,Inactive,39
Thursday,14-11-2024,07:22.4,Edge,4.61,208659,3,Inactive,44
Thursday,14-11-2024,08:36.1,Spotify,5,564032,1,Active,40
Thursday,14-11-2024,09:09.7,Jira,0.23,335372,3,Active,20
Thursday,14-11-2024,10:56.2,Figma,3.27,326458,1,Active,23
Thursday,14-11-2024,11:15.0,Git,4.21,534661,3,Active,31
Thursday,14-11-2024,12:11.9,Windows Terminal,2.95,757724,3,Inactive,52
Thursday,14-11-2024,13:16.7,Netflix,4.04,376359,2,Inactive,28
Thursday,14-11-2024,14:58.0,IntelliJ IDEA,1.67,474419,1,Active,25
Thursday,14-11-2024,15:55.9,IntelliJ IDEA,4,707081,1,Active,55
Thursday,14-11-2024,16:32.7,Git,2.72,209898,3,Active,51
Thursday,14-11-2024,17:22.8,Outlook,4.12,334843,2,Inactive,41
Thursday,14-11-2024,18:53.1,Figma,3.13,621281,3,Inactive,9
Thursday,14-11-2024,19:10.0,Outlook,2.3,781865,1,Inactive,35
Thursday,14-11-2024,20:55.7,Edge,0.41,471628,1,Inactive,41
Thursday,14-11-2024,21:17.0,VSCode,3.6,614651,2,Active,30
Thursday,14-11-2024,22:13.7,Figma,1.62,419460,2,Active,41
Thursday,14-11-2024,23:51.9,Windows Terminal,4.74,251239,3,Inactive,60
Thursday,14-11-2024,24:00.6,Microsoft Teams,3.59,475756,3,Active,54
Thursday,14-11-2024,25:04.6,Slack,2.7,269038,3,Active,20
Thursday,14-11-2024,26:38.8,GitHub Desktop,4.2,130919,3,Inactive,51
Thursday,14-11-2024,27:07.3,Slack,0.56,523158,3,Inactive,56
Thursday,14-11-2024,28:26.4,Git,0.78,459971,1,Active,24
Thursday,14-11-2024,29:22.2,Notepad++,4.41,623954,1,Active,21
Thursday,14-11-2024,30:25.2,IntelliJ IDEA,1.82,778664,3,Active,26
Thursday,14-11-2024,31:28.8,Chrome,2.67,121391,3,Active,40
Thursday,14-11-2024,32:03.7,Netflix,0.57,101812,3,Active,5
Thursday,14-11-2024,33:20.4,Zoom,0.24,695673,3,Inactive,59
Thursday,14-11-2024,34:04.2,Postman,3.22,622401,1,Active,27
Thursday,14-11-2024,35:06.9,Edge,3.04,701866,1,Inactive,50
Thursday,14-11-2024,36:54.9,GitHub Desktop,2.59,566727,1,Active,39
Thursday,14-11-2024,37:56.8,Chrome,4.06,426804,2,Active,27
Thursday,14-11-2024,38:43.2,Windows Terminal,0.92,204565,2,Active,43
Thursday,14-11-2024,39:09.6,Spotify,4.7,790474,3,Inactive,55
Thursday,14-11-2024,40:29.0,Chrome,3.38,168643,2,Active,28
Thursday,14-11-2024,41:09.3,Git,1.02,523923,1,Inactive,8
Thursday,14-11-2024,42:59.0,Git,4.07,791703,3,Active,59
Thursday,14-11-2024,43:33.1,Spotify,4.57,690344,3,Inactive,53
Thursday,14-11-2024,44:34.7,Postman,1.48,242056,2,Active,23
Thursday,14-11-2024,45:40.4,Discord,2.23,186391,2,Active,36
Thursday,14-11-2024,46:06.3,Outlook,2.47,507695,2,Inactive,55
Thursday,14-11-2024,47:49.3,Microsoft Teams,2.68,143654,1,Active,24
Thursday,14-11-2024,48:57.6,Outlook,0.95,428889,3,Active,39
Thursday,14-11-2024,49:01.0,Zoom,1.99,468852,3,Active,57
Thursday,14-11-2024,50:52.7,Notepad++,3.72,649437,1,Inactive,48
Thursday,14-11-2024,51:44.0,Postman,0.58,294726,1,Inactive,9
Thursday,14-11-2024,52:45.2,Git,1.11,771530,3,Active,7
Thursday,14-11-2024,53:59.4,Postman,4.51,221981,2,Active,20
Thursday,14-11-2024,54:42.9,Spotify,4.92,508856,1,Inactive,58
Thursday,14-11-2024,55:25.0,Edge,0.79,358131,3,Inactive,32
Thursday,14-11-2024,56:43.6,Zoom,1.1,785072,3,Inactive,31
Thursday,14-11-2024,57:44.0,Notepad++,4.14,495451,2,Active,57
Thursday,14-11-2024,58:49.5,Jira,3.04,756971,3,Inactive,7
Thursday,14-11-2024,59:44.8,Figma,0.73,333805,1,Active,12
Thursday,14-11-2024,00:10.9,Git,0.43,663022,2,Active,52
Thursday,14-11-2024,01:16.7,Discord,1.5,400353,2,Inactive,11
Thursday,14-11-2024,02:48.1,Discord,4.13,311944,1,Inactive,17
Thursday,14-11-2024,03:08.5,Microsoft Teams,2.4,214655,1,Active,7
Thursday,14-11-2024,04:53.4,GitHub Desktop,0.51,170674,1,Inactive,44
Thursday,14-11-2024,05:23.5,Edge,2.27,143046,3,Active,54
Thursday,14-11-2024,06:13.8,Spotify,0.31,114901,1,Inactive,60
Thursday,14-11-2024,07:17.0,GitHub Desktop,1.82,310396,3,Active,30
Thursday,14-11-2024,08:24.2,Zoom,2.58,336176,1,Active,26
Thursday,14-11-2024,09:42.8,Figma,0.22,561929,1,Active,43
Thursday,14-11-2024,10:33.3,Outlook,0.89,673700,2,Active,12
Thursday,14-11-2024,11:43.1,Notepad++,2.64,118310,3,Active,51
Thursday,14-11-2024,12:59.3,Netflix,0.29,208834,3,Active,5
Thursday,14-11-2024,13:24.0,Microsoft Teams,4.09,694495,1,Active,53
Thursday,14-11-2024,14:40.0,Outlook,0.46,780381,2,Inactive,23
Thursday,14-11-2024,15:43.6,Discord,2.3,349214,3,Inactive,44
Thursday,14-11-2024,16:16.4,Figma,2.45,260576,2,Inactive,19
Thursday,14-11-2024,17:09.3,GitHub Desktop,4.82,507321,2,Active,28
Thursday,14-11-2024,18:47.0,Notepad++,4.05,250977,1,Inactive,31
Thursday,14-11-2024,19:45.9,Outlook,4.27,521769,1,Inactive,18
Thursday,14-11-2024,20:25.4,Notepad++,2.36,574283,2,Inactive,34
Thursday,14-11-2024,21:23.4,Spotify,3.36,239580,3,Active,20
Thursday,14-11-2024,22:13.7,Postman,2.89,791353,3,Inactive,34
Thursday,14-11-2024,23:35.9,Notepad++,1.94,421806,1,Inactive,14
Thursday,14-11-2024,24:30.1,Outlook,3.3,414908,3,Inactive,8
Thursday,14-11-2024,25:12.2,Spotify,2.8,264332,3,Inactive,38
Thursday,14-11-2024,26:27.2,Figma,0.22,316481,2,Active,22
Thursday,14-11-2024,27:47.7,Edge,3.24,703003,1,Active,31
Thursday,14-11-2024,28:20.5,IntelliJ IDEA,4.35,236896,2,Inactive,44
Thursday,14-11-2024,29:59.8,Windows Terminal,3.7,137016,3,Active,55
Thursday,14-11-2024,30:04.1,VSCode,0.14,155315,2,Active,25
Thursday,14-11-2024,31:59.9,Netflix,1.09,257918,1,Inactive,58
Thursday,14-11-2024,32:04.4,Spotify,2.96,568311,2,Inactive,50
Thursday,14-11-2024,33:11.3,Zoom,0.6,689181,1,Active,15
Thursday,14-11-2024,34:26.1,Outlook,4.56,529580,1,Inactive,49
Thursday,14-11-2024,35:17.7,IntelliJ IDEA,4.88,796117,1,Inactive,11
Thursday,14-11-2024,36:48.0,Edge,4.41,595780,2,Inactive,15
Thursday,14-11-2024,37:49.0,Netflix,4.66,713302,3,Active,33
Thursday,14-11-2024,38:57.0,Git,4.74,694315,2,Inactive,10
Thursday,14-11-2024,39:56.4,Slack,0.97,754344,2,Inactive,14
Thursday,14-11-2024,40:08.0,Postman,4.81,436276,2,Active,27
Thursday,14-11-2024,41:38.8,Git,0.18,718998,2,Active,28
Thursday,14-11-2024,42:54.3,Postman,2.62,645712,1,Inactive,25
Thursday,14-11-2024,43:57.2,Microsoft Teams,3.28,421531,2,Inactive,32
Thursday,14-11-2024,44:21.0,Jira,3.77,788592,2,Active,26
Thursday,14-11-2024,45:35.0,Edge,4.37,754489,1,Active,24
Thursday,14-11-2024,46:24.2,Git,1.96,137731,3,Inactive,49
Thursday,14-11-2024,47:24.4,Netflix,4.04,545135,2,Inactive,13
Thursday,14-11-2024,48:22.8,Jira,2.81,612575,2,Inactive,10
Thursday,14-11-2024,49:58.5,Slack,4.05,434090,3,Active,6
Thursday,14-11-2024,50:51.1,Chrome,1.29,285710,2,Active,14
Thursday,14-11-2024,51:36.8,IntelliJ IDEA,3.92,179074,1,Active,52
Thursday,14-11-2024,52:51.4,Slack,0.87,756541,2,Inactive,55
Thursday,14-11-2024,53:42.1,Chrome,0.38,245453,1,Active,16
Thursday,14-11-2024,54:05.8,Slack,0.12,344397,1,Active,50
Thursday,14-11-2024,55:05.4,Spotify,3.16,301996,2,Active,50
Thursday,14-11-2024,56:31.6,GitHub Desktop,2.4,720559,1,Inactive,16
Thursday,14-11-2024,57:32.0,Slack,0.96,307324,2,Active,39
Thursday,14-11-2024,58:36.2,Chrome,3.54,179460,1,Active,59
Thursday,14-11-2024,59:20.8,IntelliJ IDEA,0.9,766157,3,Inactive,43
Friday,15-11-2024,00:26.5,Zoom,1.17,363139,2,Active,38
Friday,15-11-2024,01:00.7,Jira,1.48,269097,1,Active,9
Friday,15-11-2024,02:31.4,Microsoft Teams,3.14,550987,1,Inactive,5
Friday,15-11-2024,03:47.7,Slack,1.66,479039,3,Active,41
Friday,15-11-2024,04:16.8,Spotify,2.31,603787,2,Inactive,24
Friday,15-11-2024,05:48.5,Spotify,2.77,299528,1,Active,7
Friday,15-11-2024,06:44.4,Notepad++,2.38,584064,2,Inactive,34
Friday,15-11-2024,07:55.9,Figma,2.32,248984,3,Inactive,31
Friday,15-11-2024,08:01.9,Edge,3.96,499987,3,Active,30
Friday,15-11-2024,09:23.0,Notepad++,3.98,793918,1,Active,42
Friday,15-11-2024,10:11.2,Chrome,0.18,595230,1,Inactive,26
Friday,15-11-2024,11:12.0,Git,2.02,418266,3,Inactive,19
Friday,15-11-2024,12:12.5,Git,2.22,267584,2,Active,27
Friday,15-11-2024,13:06.1,Spotify,3.56,737343,2,Active,20
Friday,15-11-2024,14:34.0,Git,4.04,536569,2,Active,24
Friday,15-11-2024,15:40.2,Spotify,3.19,748523,2,Active,43
Friday,15-11-2024,16:08.6,Zoom,1.77,491490,3,Active,28
Friday,15-11-2024,17:36.5,Slack,0.19,487982,2,Active,18
Friday,15-11-2024,18:20.7,IntelliJ IDEA,4.56,427718,3,Inactive,55
Friday,15-11-2024,19:17.6,Spotify,2.93,447142,3,Active,13
Friday,15-11-2024,20:20.8,IntelliJ IDEA,3.57,738988,1,Active,36
Friday,15-11-2024,21:36.5,VSCode,1.64,200225,2,Active,44
Friday,15-11-2024,22:20.1,Windows Terminal,2.51,731871,3,Inactive,9
Friday,15-11-2024,23:28.4,Postman,3.98,389627,3,Active,28
Friday,15-11-2024,24:54.8,Microsoft Teams,2.42,334181,3,Active,25
Friday,15-11-2024,25:22.9,Git,2.85,386007,2,Inactive,25
Friday,15-11-2024,26:38.9,Outlook,1.08,777213,1,Active,23
Friday,15-11-2024,27:46.1,Postman,2.67,628617,2,Active,55
Friday,15-11-2024,28:24.4,VSCode,1.56,314161,1,Inactive,6
Friday,15-11-2024,29:01.7,Notepad++,0.49,587524,1,Inactive,45
Friday,15-11-2024,30:24.6,GitHub Desktop,3.01,429344,1,Inactive,34
Friday,15-11-2024,31:17.2,Figma,1.5,714969,1,Inactive,6
Friday,15-11-2024,32:07.1,Spotify,2.81,486737,1,Inactive,58
Friday,15-11-2024,33:46.4,Outlook,0.22,555354,3,Inactive,30
Friday,15-11-2024,34:11.3,Microsoft Teams,3.25,439753,3,Active,37
Friday,15-11-2024,35:03.8,Edge,2.53,171192,1,Active,11
Friday,15-11-2024,36:33.2,IntelliJ IDEA,0.55,477819,2,Inactive,10
Friday,15-11-2024,37:26.4,Slack,2.51,671590,1,Inactive,46
Friday,15-11-2024,38:50.4,Edge,2.79,193819,1,Inactive,15
Friday,15-11-2024,39:07.8,Jira,1.21,159259,3,Active,8
Friday,15-11-2024,40:41.9,IntelliJ IDEA,2.45,144224,1,Active,14
Friday,15-11-2024,41:55.1,Windows Terminal,1.67,506349,3,Inactive,6
Friday,15-11-2024,42:32.8,Zoom,2.51,535094,3,Active,7
Friday,15-11-2024,43:12.6,Microsoft Teams,1.12,711046,2,Active,27
Friday,15-11-2024,44:44.1,Netflix,2.59,272154,2,Active,14
Friday,15-11-2024,45:34.0,Zoom,1.4,492482,3,Inactive,15
Friday,15-11-2024,46:53.2,Jira,1.74,442945,2,Inactive,12
Friday,15-11-2024,47:41.3,Figma,0.24,732677,3,Inactive,18
Friday,15-11-2024,48:11.1,Microsoft Teams,2,211914,3,Active,17
Friday,15-11-2024,49:48.6,Zoom,4.18,324754,3,Inactive,28
Friday,15-11-2024,50:29.1,IntelliJ IDEA,2.88,364589,1,Active,24
Friday,15-11-2024,51:00.2,GitHub Desktop,4.32,316376,2,Inactive,51
Friday,15-11-2024,52:20.5,Discord,3.05,273284,2,Inactive,40
Friday,15-11-2024,53:38.3,IntelliJ IDEA,0.48,212471,1,Active,44
Friday,15-11-2024,54:03.9,VSCode,4.74,100009,2,Inactive,29
Friday,15-11-2024,55:46.6,GitHub Desktop,0.58,485928,1,Active,32
Friday,15-11-2024,56:47.9,Netflix,0.47,537766,3,Active,24
Friday,15-11-2024,57:49.0,Chrome,1.58,375487,2,Active,12
Friday,15-11-2024,58:58.7,VSCode,4.41,599651,1,Active,12
Friday,15-11-2024,59:05.8,IntelliJ IDEA,2.33,707940,3,Inactive,22
Friday,15-11-2024,00:01.7,Git,0.41,260741,1,Active,30
Friday,15-11-2024,01:43.4,VSCode,0.28,553496,2,Inactive,16
Friday,15-11-2024,02:00.6,Microsoft Teams,3.32,394464,3,Inactive,51
Friday,15-11-2024,03:30.2,Jira,0.22,385173,1,Active,49
Friday,15-11-2024,04:28.8,VSCode,4.98,146266,3,Inactive,40
Friday,15-11-2024,05:44.5,IntelliJ IDEA,3.61,149591,2,Inactive,10
Friday,15-11-2024,06:38.4,Figma,4.12,671044,1,Inactive,47
Friday,15-11-2024,07:57.4,Outlook,2.75,436290,3,Inactive,31
Friday,15-11-2024,08:11.6,Discord,1.92,464314,2,Active,57
Friday,15-11-2024,09:43.8,Git,3.41,527636,2,Inactive,10
Friday,15-11-2024,10:38.3,Edge,1.73,476091,3,Inactive,33
Friday,15-11-2024,11:48.6,GitHub Desktop,4.46,460137,3,Active,43
Friday,15-11-2024,12:21.6,GitHub Desktop,4.27,701560,1,Active,57
Friday,15-11-2024,13:44.4,Slack,4.13,217314,3,Active,38
Friday,15-11-2024,14:06.6,VSCode,1.35,677187,3,Active,52
Friday,15-11-2024,15:14.7,Spotify,2.5,441298,3,Inactive,40
Friday,15-11-2024,16:59.4,Windows Terminal,3.32,511880,1,Inactive,52
Friday,15-11-2024,17:26.7,Chrome,1.21,775180,2,Active,58
Friday,15-11-2024,18:44.9,Postman,3.61,629018,1,Inactive,14
Friday,15-11-2024,19:58.1,Zoom,1.28,525847,2,Active,39
Friday,15-11-2024,20:40.1,Postman,0.22,132608,2,Active,18
Friday,15-11-2024,21:11.9,Slack,0.43,574584,1,Inactive,27
Friday,15-11-2024,22:42.4,VSCode,3.52,414798,2,Inactive,28
Friday,15-11-2024,23:13.3,Notepad++,3.13,601680,3,Active,48
Friday,15-11-2024,24:31.0,Git,1.67,132548,2,Inactive,60
Friday,15-11-2024,25:51.4,Outlook,3.87,543234,3,Inactive,48
Friday,15-11-2024,26:31.0,Discord,0.29,611126,1,Inactive,21
Friday,15-11-2024,27:34.1,Slack,1.3,761964,1,Inactive,29
Friday,15-11-2024,28:47.4,IntelliJ IDEA,3.06,592075,1,Inactive,24
