Day,Date,Time,App,CPU(%),Memory(KB),Launch Frequency,Window Status,Session Duration (min)
Monday,11-11-2024,21:57.14,Notion,2.1,498316,1,Inactive,36
Monday,11-11-2024,19:48.59,PowerPoint,3.48,370251,1,Inactive,28
Monday,11-11-2024,14:44.30,Skype,3.46,411510,2,Active,53
Monday,11-11-2024,14:03.21,Steam,0.37,296642,2,Inactive,58
Monday,11-11-2024,11:31.25,VSCode,3.31,298765,2,Active,44
Monday,11-11-2024,13:34.29,OBS Studio,2.77,254563,1,Inactive,25
Monday,11-11-2024,08:50.37,MATLAB,4.4,497959,2,Inactive,42
Monday,11-11-2024,07:25.11,VSCode,4.42,485153,1,Active,58
Monday,11-11-2024,16:52.25,Blender,1.57,539507,4,Active,59
Monday,11-11-2024,11:19.11,Firefox,2.64,675962,3,Active,50
Monday,11-11-2024,20:45.54,Adobe Photoshop,4.14,245987,2,Active,39
Monday,11-11-2024,11:52.18,Notion,1.85,572691,4,Active,12
Monday,11-11-2024,09:52.04,Zoom,3.39,465995,2,Active,39
Monday,11-11-2024,13:51.37,AutoCAD,4.95,687839,1,Active,19
Monday,11-11-2024,15:48.29,YouTube,0.52,181895,1,Active,60
Monday,11-11-2024,07:46.47,Spotify,1.99,206455,2,Inactive,50
Monday,11-11-2024,10:40.41,Outlook,4.84,174304,2,Active,51
Monday,11-11-2024,10:56.37,Teams,2.01,325177,2,Active,58
Monday,11-11-2024,11:42.13,Jira,1.85,643346,4,Inactive,38
Monday,11-11-2024,14:41.28,OneNote,4.26,101784,1,Active,25
Monday,11-11-2024,12:39.15,Adobe Illustrator,0.34,259705,2,Inactive,11
Monday,11-11-2024,13:43.41,Chrome,0.91,175069,2,Active,24
Monday,11-11-2024,13:36.20,AutoCAD,3.87,246811,1,Inactive,50
Monday,11-11-2024,23:43.12,OBS Studio,4.6,688222,4,Active,60
Tuesday,12-11-2024,16:26.52,PowerPoint,2.38,491295,1,Active,24
Tuesday,12-11-2024,17:59.03,Chrome,4.1,604644,1,Active,34
Tuesday,12-11-2024,18:47.39,Android Studio,2.23,228503,4,Active,11
Tuesday,12-11-2024,23:38.31,AutoCAD,3.37,114465,2,Active,19
Tuesday,12-11-2024,20:33.42,Zoom,2.34,526534,2,Inactive,50
Tuesday,12-11-2024,20:46.59,GitHub Desktop,4.81,660120,2,Active,19
Tuesday,12-11-2024,17:25.25,Outlook,2.24,175367,4,Inactive,14
Tuesday,12-11-2024,22:23.34,Skype,2.7,210208,1,Inactive,18
Tuesday,12-11-2024,11:22.54,PowerPoint,1.96,412968,2,Inactive,60
Tuesday,12-11-2024,21:02.51,Netflix,0.6,574224,1,Inactive,39
Tuesday,12-11-2024,15:54.03,Figma,4.59,318779,4,Active,40
Tuesday,12-11-2024,08:35.23,MATLAB,4.42,157791,1,Active,50
Tuesday,12-11-2024,14:44.40,MATLAB,4.41,519763,2,Active,55
Tuesday,12-11-2024,16:45.41,Notion,3.15,480658,3,Inactive,53
Tuesday,12-11-2024,08:15.04,YouTube,0.64,128143,2,Inactive,25
Tuesday,12-11-2024,16:36.44,Excel,4.79,277124,4,Active,38
Tuesday,12-11-2024,00:45.30,Outlook,4.68,374732,3,Inactive,24
Tuesday,12-11-2024,11:13.17,GitHub Desktop,0.93,689529,2,Inactive,11
Tuesday,12-11-2024,09:51.05,Trello,1.26,173892,1,Active,38
Tuesday,12-11-2024,21:21.01,Microsoft Store,1.36,473457,2,Inactive,17
Tuesday,12-11-2024,07:40.39,Opera,3.97,320544,1,Inactive,22
Tuesday,12-11-2024,19:30.58,Microsoft Store,3.92,654183,1,Active,20
Tuesday,12-11-2024,15:58.34,Postman,1.75,112187,3,Inactive,13
Tuesday,12-11-2024,11:00.08,Figma,4.94,486803,4,Active,19
Tuesday,12-11-2024,20:00.49,Unity,1.69,142521,1,Inactive,29
Tuesday,12-11-2024,12:25.53,Adobe Illustrator,2.07,563390,2,Inactive,32
Tuesday,12-11-2024,08:12.31,Microsoft Store,3.44,541353,2,Active,54
Tuesday,12-11-2024,21:23.39,Excel,1.81,488258,2,Active,22
Tuesday,12-11-2024,00:55.45,Microsoft Store,3.96,539707,4,Active,10
Tuesday,12-11-2024,10:51.37,Telegram,4.87,694553,1,Active,40
Tuesday,12-11-2024,11:09.19,VSCode,3.31,260163,4,Inactive,18
Tuesday,12-11-2024,12:57.45,GitHub Desktop,4.76,266741,2,Inactive,32
Tuesday,12-11-2024,21:26.25,Notion,0.34,655785,2,Inactive,41
Tuesday,12-11-2024,08:47.17,PowerPoint,0.81,453852,1,Active,16
Tuesday,12-11-2024,22:44.51,Slack,0.33,204635,1,Active,46
Tuesday,12-11-2024,07:17.20,OneNote,0.58,245434,2,Inactive,13
Tuesday,12-11-2024,17:10.47,Skype,4.39,213172,1,Inactive,39
Tuesday,12-11-2024,20:53.59,Jira,4.59,181690,1,Active,49
Tuesday,12-11-2024,20:30.21,OneNote,4.74,280431,1,Active,17
Tuesday,12-11-2024,18:23.36,Netflix,1.99,581033,3,Inactive,42
Tuesday,12-11-2024,17:29.50,Spotify,4.39,620268,1,Active,29
Tuesday,12-11-2024,18:15.00,Unity,3.47,266949,2,Active,39
Tuesday,12-11-2024,21:20.39,Word,3.95,242279,1,Inactive,34
Tuesday,12-11-2024,13:12.18,Spotify,2.2,658273,2,Active,58
Tuesday,12-11-2024,20:59.16,GitHub Desktop,4.76,320326,2,Inactive,43
Tuesday,12-11-2024,00:23.56,Firefox,2.81,656433,2,Active,12
Tuesday,12-11-2024,16:13.01,Telegram,0.31,425017,2,Active,50
Tuesday,12-11-2024,18:28.51,VSCode,1.74,142436,2,Active,26
Tuesday,12-11-2024,15:55.37,Skype,1.39,120442,3,Inactive,49
Tuesday,12-11-2024,21:00.41,GitHub Desktop,1.0,175298,2,Inactive,11
Tuesday,12-11-2024,19:10.13,Telegram,3.07,224204,1,Active,22
Tuesday,12-11-2024,14:11.26,Adobe Illustrator,4.5,536825,1,Inactive,13
Tuesday,12-11-2024,16:28.07,VSCode,3.46,296581,2,Active,50
Tuesday,12-11-2024,16:37.20,Blender,1.0,533502,3,Active,15
Tuesday,12-11-2024,19:59.53,Skype,4.04,465840,2,Active,24
Tuesday,12-11-2024,10:31.42,Outlook,0.49,616636,2,Inactive,18
Tuesday,12-11-2024,07:30.55,Unity,2.02,100575,1,Inactive,36
Tuesday,12-11-2024,09:45.49,Adobe Photoshop,4.46,518703,1,Active,44
Tuesday,12-11-2024,11:52.58,Xcode,3.39,670459,1,Inactive,44
Wednesday,13-11-2024,20:44.16,AutoCAD,3.89,140589,2,Inactive,26
Wednesday,13-11-2024,15:33.24,Visual Studio,3.37,395394,3,Inactive,26
Wednesday,13-11-2024,15:53.55,Adobe Illustrator,2.66,502673,2,Inactive,45
Wednesday,13-11-2024,08:57.37,Google Drive,1.61,304683,2,Inactive,30
Wednesday,13-11-2024,17:10.59,Jira,0.76,515795,3,Inactive,54
Wednesday,13-11-2024,23:52.29,Outlook,2.08,644350,1,Inactive,34
Wednesday,13-11-2024,21:58.58,Slack,2.15,157239,1,Inactive,36
Wednesday,13-11-2024,15:44.19,Adobe Photoshop,1.19,571371,3,Inactive,15
Wednesday,13-11-2024,13:30.05,MATLAB,0.84,311929,2,Active,46
Wednesday,13-11-2024,22:18.16,Zoom,4.1,597307,2,Active,59
Wednesday,13-11-2024,12:40.15,Telegram,1.87,282258,1,Inactive,21
Wednesday,13-11-2024,00:29.05,GitHub Desktop,4.38,679903,3,Inactive,48
Wednesday,13-11-2024,14:19.40,OneNote,1.8,331198,1,Inactive,42
Wednesday,13-11-2024,12:29.38,OneNote,4.91,395558,1,Inactive,24
Wednesday,13-11-2024,17:30.28,Firefox,4.67,620350,4,Inactive,52
Wednesday,13-11-2024,00:04.52,Android Studio,1.72,247078,3,Active,33
Wednesday,13-11-2024,11:49.42,Word,2.26,106520,2,Active,35
Wednesday,13-11-2024,15:47.59,Outlook,2.12,530630,1,Inactive,47
Wednesday,13-11-2024,17:41.15,OneNote,1.69,120315,1,Active,24
Wednesday,13-11-2024,10:10.56,MATLAB,3.99,504732,1,Inactive,35
Wednesday,13-11-2024,23:11.35,PowerPoint,2.26,138813,1,Inactive,19
Wednesday,13-11-2024,20:18.57,GitHub Desktop,2.56,543378,1,Inactive,19
Wednesday,13-11-2024,15:27.14,OBS Studio,1.52,344631,4,Inactive,24
Wednesday,13-11-2024,18:25.55,MATLAB,2.94,210657,3,Inactive,37
Wednesday,13-11-2024,14:45.31,Opera,4.11,374896,2,Inactive,39
Wednesday,13-11-2024,12:14.33,Spotify,2.86,503338,2,Inactive,51
Wednesday,13-11-2024,09:43.36,Netflix,3.7,404484,1,Active,23
Wednesday,13-11-2024,17:39.15,Android Studio,2.82,329388,3,Inactive,29
Wednesday,13-11-2024,12:50.30,Excel,0.46,335401,1,Inactive,28
Wednesday,13-11-2024,13:54.10,Skype,0.58,679825,1,Active,46
Wednesday,13-11-2024,19:35.38,Visual Studio,2.04,418799,2,Active,42
Wednesday,13-11-2024,15:38.05,Edge,3.15,163666,4,Inactive,15
Wednesday,13-11-2024,22:30.47,Telegram,3.15,133986,4,Active,20
Wednesday,13-11-2024,13:55.13,Google Drive,1.64,665216,1,Active,51
Wednesday,13-11-2024,16:35.59,Postman,1.66,240803,1,Active,33
Wednesday,13-11-2024,13:05.34,Microsoft Store,3.54,574218,1,Active,16
Wednesday,13-11-2024,15:39.39,Android Studio,4.3,383566,1,Active,43
Wednesday,13-11-2024,20:03.15,OneNote,2.38,523363,2,Active,55
Wednesday,13-11-2024,07:14.43,Visual Studio,1.28,150905,2,Inactive,30
Wednesday,13-11-2024,20:07.06,Excel,4.75,517041,1,Active,33
Wednesday,13-11-2024,22:27.15,Slack,1.35,216366,1,Inactive,59
Wednesday,13-11-2024,00:56.21,Chrome,3.92,653217,2,Active,25
Wednesday,13-11-2024,23:46.18,Figma,2.1,373548,2,Inactive,42
Wednesday,13-11-2024,19:27.31,OneNote,3.02,639812,1,Active,38
Wednesday,13-11-2024,00:26.46,Visual Studio,4.75,510826,3,Active,40
Wednesday,13-11-2024,22:44.07,VSCode,0.59,636818,1,Active,27
Wednesday,13-11-2024,20:55.07,Adobe Photoshop,4.84,100502,1,Inactive,59
Wednesday,13-11-2024,11:16.47,Discord,3.17,262961,4,Inactive,46
Wednesday,13-11-2024,12:54.24,Word,4.05,252569,2,Inactive,15
Wednesday,13-11-2024,13:22.13,Jira,0.47,439663,2,Active,43
Wednesday,13-11-2024,18:33.43,AutoCAD,4.95,445103,4,Inactive,10
Wednesday,13-11-2024,00:37.12,WhatsApp,4.12,446758,1,Inactive,11
Thursday,14-11-2024,15:09.12,Microsoft Store,4.17,385140,1,Active,29
Thursday,14-11-2024,08:41.58,Slack,3.95,182379,1,Active,48
Thursday,14-11-2024,19:13.15,Outlook,0.95,239540,2,Active,41
Thursday,14-11-2024,11:52.53,Visual Studio,1.74,356385,3,Inactive,58
Thursday,14-11-2024,19:22.35,Chrome,1.15,654352,1,Active,56
Thursday,14-11-2024,08:12.14,Zoom,4.14,306078,2,Inactive,22
Thursday,14-11-2024,12:50.16,OBS Studio,2.41,269433,1,Active,48
Thursday,14-11-2024,11:45.44,Slack,3.59,228479,3,Active,20
Thursday,14-11-2024,22:38.18,Jira,1.41,258316,4,Inactive,49
Thursday,14-11-2024,18:31.33,Microsoft Store,4.61,615242,1,Active,32
Thursday,14-11-2024,10:37.45,Outlook,1.26,143849,2,Active,14
Thursday,14-11-2024,19:16.43,Discord,2.34,249749,2,Active,35
Thursday,14-11-2024,00:39.25,Figma,4.13,466528,1,Active,20
Thursday,14-11-2024,16:31.46,Telegram,1.26,256937,2,Inactive,23
Thursday,14-11-2024,08:42.23,AutoCAD,1.54,227877,1,Active,30
Thursday,14-11-2024,07:14.31,Netflix,4.84,223467,2,Active,45
Thursday,14-11-2024,20:55.49,Adobe Illustrator,3.94,347967,2,Inactive,10
Thursday,14-11-2024,16:01.15,Visual Studio,2.59,443740,1,Active,54
Thursday,14-11-2024,13:29.10,Postman,1.15,378589,2,Active,19
Thursday,14-11-2024,15:27.39,Spotify,1.45,224100,1,Inactive,53
Thursday,14-11-2024,10:17.35,Google Drive,2.57,242734,4,Active,50
Thursday,14-11-2024,11:47.43,Steam,2.23,329503,3,Inactive,30
Thursday,14-11-2024,21:07.25,Discord,1.37,288516,1,Active,47
Thursday,14-11-2024,10:30.12,Adobe Photoshop,1.01,605534,1,Inactive,27
Thursday,14-11-2024,12:19.40,IntelliJ IDEA,3.5,638639,1,Active,22
Thursday,14-11-2024,20:43.27,MATLAB,3.88,570392,1,Active,14
Thursday,14-11-2024,22:46.39,PowerPoint,1.07,423273,1,Inactive,49
Thursday,14-11-2024,13:29.02,Jira,1.47,682849,1,Active,45
Thursday,14-11-2024,08:42.37,Excel,1.84,470540,1,Inactive,31
Thursday,14-11-2024,14:34.07,OBS Studio,1.71,392967,1,Inactive,38
Thursday,14-11-2024,15:56.39,Adobe Photoshop,3.12,604561,1,Active,35
Thursday,14-11-2024,19:04.47,Google Drive,2.97,109416,2,Inactive,21
Thursday,14-11-2024,09:33.15,Firefox,4.83,260636,1,Active,27
Thursday,14-11-2024,15:28.16,Adobe Illustrator,1.01,425923,3,Active,60
Thursday,14-11-2024,14:39.30,Adobe Photoshop,0.69,291924,2,Inactive,33
Thursday,14-11-2024,07:09.11,Blender,3.89,667695,2,Active,14
Thursday,14-11-2024,13:59.28,Firefox,0.72,655324,2,Active,53
Thursday,14-11-2024,14:14.32,Adobe Photoshop,1.47,300077,1,Active,35
Thursday,14-11-2024,21:11.26,Google Drive,0.87,374778,1,Inactive,19
Thursday,14-11-2024,13:23.35,Google Drive,0.48,295085,2,Inactive,43
Thursday,14-11-2024,16:51.20,Notion,4.15,375515,1,Inactive,16
Thursday,14-11-2024,23:56.18,IntelliJ IDEA,2.79,440575,4,Inactive,24
Thursday,14-11-2024,08:27.40,Unity,2.71,177160,1,Active,50
Thursday,14-11-2024,20:39.47,Visual Studio,4.08,391479,2,Active,57
Thursday,14-11-2024,21:45.27,Xcode,2.29,375088,2,Active,35
Thursday,14-11-2024,22:38.38,YouTube,1.53,262581,1,Inactive,29
Thursday,14-11-2024,08:59.24,OBS Studio,0.4,515234,1,Inactive,11
Thursday,14-11-2024,18:08.16,Unity,1.19,698752,4,Active,55
Thursday,14-11-2024,14:28.13,Slack,0.46,324201,1,Inactive,16
Thursday,14-11-2024,19:17.25,Slack,1.7,316657,1,Active,33
Thursday,14-11-2024,15:12.21,VSCode,2.74,261380,4,Inactive,18
Thursday,14-11-2024,08:53.31,Blender,1.56,339957,2,Active,49
Thursday,14-11-2024,09:33.41,Skype,1.13,176909,1,Active,54
Thursday,14-11-2024,13:17.54,Skype,1.51,468631,1,Active,45
Thursday,14-11-2024,19:33.13,Eclipse,3.12,338897,2,Active,34
Thursday,14-11-2024,15:21.09,WhatsApp,3.39,367294,4,Active,60
Friday,15-11-2024,17:07.59,Slack,3.41,571169,2,Inactive,21
Friday,15-11-2024,17:42.03,WhatsApp,1.27,534886,2,Active,50
Friday,15-11-2024,11:19.36,Outlook,3.92,233847,3,Active,39
Friday,15-11-2024,15:04.09,Spotify,0.45,601634,2,Active,32
Friday,15-11-2024,00:39.06,Notion,1.6,186069,1,Active,31
Friday,15-11-2024,08:19.53,Adobe Photoshop,2.48,434236,1,Inactive,11
Friday,15-11-2024,16:46.36,Edge,1.39,688381,1,Active,28
Friday,15-11-2024,21:48.03,GitHub Desktop,1.33,406872,2,Active,16
Friday,15-11-2024,15:03.26,Zoom,1.31,268992,3,Active,16
Friday,15-11-2024,07:50.19,Slack,4.41,480833,1,Inactive,14
Friday,15-11-2024,18:16.54,Visual Studio,0.58,336482,1,Active,51
Friday,15-11-2024,23:54.34,Outlook,2.83,174621,4,Active,20
Friday,15-11-2024,10:59.29,Jira,1.42,465463,1,Active,10
Friday,15-11-2024,22:08.19,Opera,3.45,633030,3,Active,11
Friday,15-11-2024,22:43.52,Excel,0.89,477402,2,Inactive,47
Friday,15-11-2024,22:25.31,AutoCAD,1.53,446256,1,Active,18
Friday,15-11-2024,22:32.20,OBS Studio,0.94,285530,1,Active,23
Friday,15-11-2024,00:33.39,Netflix,4.87,650104,3,Inactive,53
Friday,15-11-2024,08:43.35,YouTube,3.95,180773,1,Inactive,23
Friday,15-11-2024,15:32.06,Telegram,0.72,240645,2,Active,32
Friday,15-11-2024,12:37.19,OBS Studio,4.54,253210,1,Inactive,59
Friday,15-11-2024,12:07.44,Netflix,2.12,487588,2,Active,24
Friday,15-11-2024,12:07.22,GitHub Desktop,2.96,283288,2,Active,35
Friday,15-11-2024,12:05.15,VSCode,4.34,191745,2,Active,19
Friday,15-11-2024,21:20.38,Discord,3.84,659983,2,Inactive,33
Friday,15-11-2024,19:42.34,Trello,2.36,372462,1,Inactive,18
Friday,15-11-2024,09:28.19,Steam,2.26,398536,1,Inactive,60
Friday,15-11-2024,22:00.23,Opera,4.66,463064,1,Active,15
Friday,15-11-2024,17:14.39,Unity,4.77,489288,1,Inactive,49
Friday,15-11-2024,23:28.18,Discord,1.74,528753,2,Active,37
Friday,15-11-2024,00:48.00,Edge,2.67,444977,1,Inactive,24
Friday,15-11-2024,10:38.58,WhatsApp,3.94,437607,1,Inactive,51
Friday,15-11-2024,22:40.24,Eclipse,4.71,263427,4,Inactive,57
Friday,15-11-2024,19:16.08,Discord,0.63,157168,2,Inactive,28
Friday,15-11-2024,07:29.36,Teams,1.95,335684,1,Inactive,58
Friday,15-11-2024,20:19.29,AutoCAD,1.84,126837,2,Active,53
Friday,15-11-2024,09:14.09,AutoCAD,2.59,269347,2,Active,60
Friday,15-11-2024,14:33.33,Adobe Photoshop,2.98,345775,2,Inactive,47
Friday,15-11-2024,10:36.38,Google Drive,1.86,274116,3,Inactive,53
Friday,15-11-2024,20:21.41,PowerPoint,0.93,323344,1,Active,21
Friday,15-11-2024,16:37.14,Postman,2.29,293328,1,Active,33
Friday,15-11-2024,17:58.21,Edge,2.56,521819,3,Inactive,33
Friday,15-11-2024,13:57.41,Blender,0.66,241179,1,Active,26
Friday,15-11-2024,20:40.34,AutoCAD,5.0,613141,2,Active,48
Friday,15-11-2024,17:17.06,Jira,2.76,659508,2,Inactive,46
Friday,15-11-2024,14:29.16,Visual Studio,4.98,646454,1,Active,25
Friday,15-11-2024,08:14.02,Adobe Photoshop,1.73,599055,1,Inactive,59
Friday,15-11-2024,21:09.05,IntelliJ IDEA,4.82,508660,1,Active,53
Friday,15-11-2024,11:23.24,GitHub Desktop,3.18,148194,4,Inactive,45
Friday,15-11-2024,23:57.52,Notion,0.88,527774,1,Inactive,21
Friday,15-11-2024,16:23.46,WhatsApp,2.22,304699,3,Inactive,33
Friday,15-11-2024,12:03.44,Google Drive,4.38,630322,1,Active,38
Friday,15-11-2024,08:18.25,VSCode,0.98,617524,2,Inactive,28
Friday,15-11-2024,23:40.40,Figma,3.89,323027,3,Active,16
Friday,15-11-2024,00:42.17,Jira,4.06,219505,1,Inactive,38
Friday,15-11-2024,12:40.31,Skype,3.09,254549,1,Active,39
Friday,15-11-2024,12:49.50,Blender,0.51,505669,2,Active,42
Friday,15-11-2024,19:35.12,Blender,2.33,475952,1,Inactive,24
Friday,15-11-2024,12:50.57,Word,0.78,443962,1,Inactive,21
Friday,15-11-2024,00:16.52,Word,0.64,395412,4,Active,20
Friday,15-11-2024,00:51.41,Visual Studio,2.53,256278,2,Active,40
Friday,15-11-2024,12:33.57,Skype,2.19,299015,2,Active,34
Friday,15-11-2024,15:40.49,IntelliJ IDEA,4.25,284273,1,Inactive,36
Friday,15-11-2024,08:33.16,Figma,2.08,260589,1,Inactive,59
Friday,15-11-2024,13:34.50,Eclipse,3.11,326774,1,Active,52
Friday,15-11-2024,14:33.12,Adobe Illustrator,2.37,521299,1,Active,53
Friday,15-11-2024,00:31.18,OneNote,4.13,156823,2,Inactive,56
Friday,15-11-2024,07:48.49,Slack,2.14,384796,2,Active,37
Friday,15-11-2024,16:31.40,Discord,2.78,515474,1,Inactive,49
Friday,15-11-2024,11:02.12,Postman,0.81,509791,2,Active,23
Friday,15-11-2024,20:50.29,Steam,2.7,420783,2,Inactive,32
Friday,15-11-2024,19:20.48,OBS Studio,4.3,188028,1,Active,38
Saturday,16-11-2024,18:05.31,PowerPoint,1.64,422118,2,Active,33
Saturday,16-11-2024,07:51.25,Outlook,2.55,682702,2,Active,35
Saturday,16-11-2024,16:16.55,PowerPoint,4.42,309229,3,Active,43
Saturday,16-11-2024,13:00.35,Visual Studio,0.98,666843,2,Inactive,12
Saturday,16-11-2024,14:44.56,Discord,3.32,474226,1,Active,15
Saturday,16-11-2024,19:02.27,Adobe Photoshop,1.54,292423,2,Inactive,21
Saturday,16-11-2024,08:23.11,Jira,2.44,360778,2,Inactive,37
Saturday,16-11-2024,12:14.44,Android Studio,1.92,260778,2,Inactive,18
Saturday,16-11-2024,18:57.29,Netflix,0.61,339762,1,Inactive,54
Saturday,16-11-2024,23:42.16,IntelliJ IDEA,3.41,217418,2,Active,29
Saturday,16-11-2024,18:59.47,YouTube,3.38,382047,2,Inactive,17
Saturday,16-11-2024,10:17.15,Zoom,2.66,433262,3,Inactive,17
Saturday,16-11-2024,23:11.31,Telegram,0.53,689486,2,Active,46
Saturday,16-11-2024,11:52.54,Teams,4.63,205527,2,Inactive,31
Saturday,16-11-2024,16:51.56,Xcode,0.69,505260,1,Inactive,17
Saturday,16-11-2024,19:46.49,WhatsApp,0.34,196144,2,Inactive,17
Saturday,16-11-2024,07:44.26,PowerPoint,1.49,126748,1,Active,45
Saturday,16-11-2024,15:45.51,Adobe Photoshop,2.39,289801,3,Active,58
Saturday,16-11-2024,18:29.01,Discord,1.84,171591,3,Active,32
Saturday,16-11-2024,22:22.03,Chrome,2.46,368923,4,Inactive,15
Saturday,16-11-2024,20:11.20,Google Drive,3.67,454963,2,Inactive,29
Saturday,16-11-2024,13:35.37,Adobe Illustrator,0.52,451301,1,Active,44
Saturday,16-11-2024,11:51.00,Postman,1.4,238479,3,Inactive,12
Saturday,16-11-2024,09:23.19,Visual Studio,3.99,599926,1,Active,10
Saturday,16-11-2024,11:36.36,Adobe Illustrator,3.55,631715,1,Active,31
Saturday,16-11-2024,12:56.11,WhatsApp,4.45,243328,1,Inactive,29
Saturday,16-11-2024,14:27.01,IntelliJ IDEA,2.04,525095,2,Inactive,34
Saturday,16-11-2024,16:43.52,Zoom,4.32,622894,4,Active,26
Saturday,16-11-2024,09:32.32,Zoom,1.9,118177,2,Inactive,28
Saturday,16-11-2024,13:31.35,Skype,1.51,321411,2,Active,27
Saturday,16-11-2024,11:18.06,Blender,4.72,621730,3,Active,27
Saturday,16-11-2024,14:37.02,Steam,4.27,661850,2,Active,18
Saturday,16-11-2024,15:41.28,IntelliJ IDEA,1.98,504739,4,Inactive,47
Saturday,16-11-2024,08:00.20,Microsoft Store,3.03,230231,1,Active,49
Saturday,16-11-2024,08:22.24,Spotify,1.03,518013,1,Inactive,20
Saturday,16-11-2024,12:33.18,AutoCAD,4.72,320302,2,Inactive,41
Saturday,16-11-2024,16:55.25,Word,2.51,483704,2,Inactive,51
Saturday,16-11-2024,16:30.46,Firefox,2.99,261289,2,Inactive,17
Saturday,16-11-2024,18:45.52,Spotify,4.73,114648,2,Active,39
Saturday,16-11-2024,20:58.42,Discord,0.96,678994,1,Inactive,23
Saturday,16-11-2024,23:37.41,Xcode,3.41,419631,2,Inactive,43
Saturday,16-11-2024,20:57.49,Notion,4.34,394082,2,Inactive,40
Saturday,16-11-2024,19:42.09,Outlook,1.82,678873,1,Active,29
Saturday,16-11-2024,08:50.12,Trello,1.42,505553,1,Active,21
Saturday,16-11-2024,18:20.56,Unity,1.26,138762,3,Inactive,56
Saturday,16-11-2024,00:47.27,Excel,3.33,520282,4,Inactive,33
Saturday,16-11-2024,20:03.31,Excel,1.48,542008,1,Inactive,26
Saturday,16-11-2024,08:28.22,Word,0.83,360009,1,Active,37
Saturday,16-11-2024,21:19.02,Teams,3.47,687547,1,Active,32
Saturday,16-11-2024,08:08.30,Spotify,4.91,466140,2,Inactive,20
Saturday,16-11-2024,22:28.43,Figma,4.9,471676,3,Inactive,12
Saturday,16-11-2024,18:55.15,Zoom,0.94,422686,4,Active,57
Saturday,16-11-2024,22:24.33,Trello,1.86,338946,3,Inactive,20
Saturday,16-11-2024,22:48.43,Outlook,4.48,653828,3,Active,11
Saturday,16-11-2024,15:15.50,AutoCAD,3.68,477471,4,Active,55
Saturday,16-11-2024,20:29.38,GitHub Desktop,0.74,472893,1,Active,59
Saturday,16-11-2024,11:35.42,Microsoft Store,1.29,521697,2,Active,48
Saturday,16-11-2024,16:24.21,Skype,4.28,519965,3,Active,20
Saturday,16-11-2024,12:35.27,Microsoft Store,0.59,169737,1,Active,59
Saturday,16-11-2024,21:18.31,Chrome,3.3,575022,2,Inactive,53
Saturday,16-11-2024,18:05.14,Edge,4.84,544811,3,Active,45
Saturday,16-11-2024,23:47.16,Slack,1.69,453470,2,Active,20
Saturday,16-11-2024,10:09.52,Android Studio,1.73,385587,2,Active,39
Saturday,16-11-2024,22:33.45,OneNote,1.76,319817,2,Inactive,37
Saturday,16-11-2024,10:54.39,Adobe Illustrator,0.86,134546,1,Inactive,46
Saturday,16-11-2024,08:13.26,Trello,2.76,204952,2,Inactive,17
Saturday,16-11-2024,12:53.31,Figma,3.57,335264,1,Active,18
Saturday,16-11-2024,14:24.15,Spotify,4.19,345441,1,Inactive,33
Saturday,16-11-2024,14:51.45,Word,3.06,284875,2,Active,33
Saturday,16-11-2024,10:08.08,Unity,2.56,277671,4,Inactive,37
Saturday,16-11-2024,08:18.25,Edge,2.81,165269,2,Active,20
Saturday,16-11-2024,19:51.06,Slack,4.13,596412,2,Inactive,55
Saturday,16-11-2024,17:04.10,Outlook,1.58,696947,3,Inactive,27
Saturday,16-11-2024,22:24.56,OneNote,4.68,370252,3,Active,50
Saturday,16-11-2024,10:50.23,Netflix,0.41,309779,3,Active,53
Saturday,16-11-2024,00:35.33,Opera,2.86,559737,2,Inactive,17
Saturday,16-11-2024,20:39.29,GitHub Desktop,2.58,180796,2,Inactive,43
Saturday,16-11-2024,11:15.41,AutoCAD,3.94,176902,3,Inactive,56
Saturday,16-11-2024,14:09.51,Google Drive,2.06,578891,1,Active,15
Saturday,16-11-2024,09:54.16,OBS Studio,3.55,689410,1,Inactive,39
Saturday,16-11-2024,16:29.02,PowerPoint,4.98,344947,3,Active,17
Saturday,16-11-2024,11:17.07,Eclipse,3.19,210180,4,Active,11
Saturday,16-11-2024,20:13.15,Outlook,0.55,641228,1,Inactive,20
Saturday,16-11-2024,18:30.24,MATLAB,1.74,432704,1,Inactive,53
Sunday,17-11-2024,16:38.28,Zoom,1.91,582355,2,Inactive,11
Sunday,17-11-2024,22:03.17,Edge,0.57,474756,4,Active,37
Sunday,17-11-2024,23:42.40,Spotify,2.56,507155,3,Inactive,22
Sunday,17-11-2024,10:52.56,Edge,4.61,225983,3,Inactive,40
Sunday,17-11-2024,12:56.20,YouTube,1.5,172285,2,Active,25
Sunday,17-11-2024,12:53.34,Excel,4.61,692011,2,Active,22
Sunday,17-11-2024,17:38.43,Xcode,4.5,242750,4,Inactive,17
Sunday,17-11-2024,22:55.43,IntelliJ IDEA,0.82,462282,4,Active,15
Sunday,17-11-2024,13:06.24,Adobe Photoshop,0.84,259919,1,Inactive,19
Sunday,17-11-2024,20:19.43,Google Drive,1.13,659174,2,Inactive,23
Sunday,17-11-2024,16:21.48,Google Drive,2.57,683219,2,Active,19
Sunday,17-11-2024,11:18.43,Adobe Illustrator,4.76,329428,1,Active,16
Sunday,17-11-2024,16:15.13,Slack,2.22,585563,1,Inactive,48
